operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcShortQuery3PersonFriends|1649050330566|1649050330567|3|24|-1
LdbcShortQuery4MessageContent|1649050330570|1649050330570|3|1|-1
LdbcShortQuery5MessageCreator|1649050330573|1649050330574|2|1|-1
LdbcShortQuery6MessageForum|1649050330576|1649050330577|2|1|-1
LdbcShortQuery7MessageReplies|1649050330579|1649050330580|2|0|-1
LdbcQuery5|1649050329926|1649050330582|2|0|1290688412488
LdbcShortQuery1PersonProfile|1649050330584|1649050330585|3|1|-1
LdbcShortQuery2PersonPosts|1649050330588|1649050330588|4|10|-1
LdbcShortQuery3PersonFriends|1649050330592|1649050330593|2|6|-1
LdbcQuery10|1649050329953|1649050330595|3|0|1290688439350
LdbcShortQuery4MessageContent|1649050330598|1649050330599|2|1|-1
LdbcShortQuery5MessageCreator|1649050330601|1649050330602|2|1|-1
LdbcShortQuery6MessageForum|1649050330604|1649050330605|3|1|-1
LdbcShortQuery7MessageReplies|1649050330608|1649050330608|3|0|-1
LdbcShortQuery1PersonProfile|1649050330611|1649050330611|3|1|-1
LdbcShortQuery2PersonPosts|1649050330614|1649050330615|4|10|-1
LdbcShortQuery3PersonFriends|1649050330619|1649050330619|3|16|-1
LdbcShortQuery4MessageContent|1649050330622|1649050330622|2|1|-1
LdbcShortQuery5MessageCreator|1649050330624|1649050330625|2|1|-1
LdbcShortQuery6MessageForum|1649050330627|1649050330628|3|1|-1
LdbcShortQuery7MessageReplies|1649050330631|1649050330631|4|9|-1
LdbcQuery11|1649050329989|1649050330635|2|0|1290688475166
LdbcShortQuery1PersonProfile|1649050330637|1649050330638|2|1|-1
LdbcShortQuery2PersonPosts|1649050330640|1649050330641|4|10|-1
LdbcShortQuery3PersonFriends|1649050330645|1649050330645|3|71|-1
LdbcShortQuery4MessageContent|1649050330648|1649050330649|2|1|-1
LdbcShortQuery5MessageCreator|1649050330651|1649050330652|2|1|-1
LdbcShortQuery6MessageForum|1649050330654|1649050330654|2|1|-1
LdbcShortQuery7MessageReplies|1649050330656|1649050330657|2|0|-1
LdbcShortQuery1PersonProfile|1649050330659|1649050330660|2|1|-1
LdbcShortQuery2PersonPosts|1649050330662|1649050330663|6|10|-1
LdbcShortQuery3PersonFriends|1649050330669|1649050330669|2|4|-1
LdbcQuery6|1649050329993|1649050330672|73|0|1290688479643
LdbcShortQuery4MessageContent|1649050330745|1649050330745|2|1|-1
LdbcShortQuery5MessageCreator|1649050330747|1649050330748|2|1|-1
LdbcShortQuery6MessageForum|1649050330750|1649050330751|2|1|-1
LdbcShortQuery7MessageReplies|1649050330753|1649050330754|2|0|-1
LdbcShortQuery1PersonProfile|1649050330756|1649050330756|2|1|-1
LdbcShortQuery2PersonPosts|1649050330758|1649050330759|3|10|-1
LdbcShortQuery3PersonFriends|1649050330762|1649050330762|3|128|-1
LdbcShortQuery4MessageContent|1649050330765|1649050330766|2|1|-1
LdbcShortQuery5MessageCreator|1649050330768|1649050330769|2|1|-1
LdbcShortQuery6MessageForum|1649050330771|1649050330771|2|1|-1
LdbcShortQuery7MessageReplies|1649050330773|1649050330774|2|0|-1
