operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcShortQuery3PersonFriends|1650578361812|1650578361813|3|24|-1
LdbcShortQuery4MessageContent|1650578361816|1650578361817|2|1|-1
LdbcShortQuery5MessageCreator|1650578361819|1650578361820|3|1|-1
LdbcShortQuery6MessageForum|1650578361823|1650578361823|3|1|-1
LdbcShortQuery7MessageReplies|1650578361826|1650578361826|3|0|-1
LdbcQuery5|1650578361184|1650578361830|3|0|1290688412488
LdbcShortQuery1PersonProfile|1650578361833|1650578361833|3|1|-1
LdbcShortQuery2PersonPosts|1650578361836|1650578361837|5|10|-1
LdbcShortQuery3PersonFriends|1650578361842|1650578361842|3|6|-1
LdbcQuery10|1650578361211|1650578361846|4|0|1290688439350
LdbcShortQuery4MessageContent|1650578361850|1650578361850|3|1|-1
LdbcShortQuery5MessageCreator|1650578361853|1650578361854|3|1|-1
LdbcShortQuery6MessageForum|1650578361857|1650578361858|2|1|-1
LdbcShortQuery7MessageReplies|1650578361860|1650578361860|3|0|-1
LdbcShortQuery1PersonProfile|1650578361863|1650578361864|3|1|-1
LdbcShortQuery2PersonPosts|1650578361867|1650578361868|4|10|-1
LdbcShortQuery3PersonFriends|1650578361872|1650578361873|3|16|-1
LdbcShortQuery4MessageContent|1650578361876|1650578361876|3|1|-1
LdbcShortQuery5MessageCreator|1650578361879|1650578361880|3|1|-1
LdbcShortQuery6MessageForum|1650578361883|1650578361883|3|1|-1
LdbcShortQuery7MessageReplies|1650578361886|1650578361886|4|9|-1
LdbcQuery11|1650578361247|1650578361891|3|0|1290688475166
LdbcShortQuery1PersonProfile|1650578361894|1650578361895|3|1|-1
LdbcShortQuery2PersonPosts|1650578361898|1650578361898|4|10|-1
LdbcShortQuery3PersonFriends|1650578361902|1650578361902|4|71|-1
LdbcShortQuery4MessageContent|1650578361906|1650578361907|3|1|-1
LdbcShortQuery5MessageCreator|1650578361910|1650578361910|3|1|-1
LdbcShortQuery6MessageForum|1650578361913|1650578361914|3|1|-1
LdbcShortQuery7MessageReplies|1650578361917|1650578361917|3|0|-1
LdbcShortQuery1PersonProfile|1650578361920|1650578361920|3|1|-1
LdbcShortQuery2PersonPosts|1650578361923|1650578361923|7|10|-1
LdbcShortQuery3PersonFriends|1650578361930|1650578361930|3|4|-1
LdbcQuery6|1650578361251|1650578361934|101|0|1290688479643
LdbcShortQuery4MessageContent|1650578362035|1650578362035|3|1|-1
LdbcShortQuery5MessageCreator|1650578362038|1650578362038|2|1|-1
LdbcShortQuery6MessageForum|1650578362040|1650578362041|2|1|-1
LdbcShortQuery7MessageReplies|1650578362043|1650578362044|3|0|-1
LdbcShortQuery1PersonProfile|1650578362047|1650578362047|2|1|-1
LdbcShortQuery2PersonPosts|1650578362049|1650578362050|3|10|-1
LdbcShortQuery3PersonFriends|1650578362053|1650578362054|3|128|-1
LdbcShortQuery4MessageContent|1650578362057|1650578362058|3|1|-1
LdbcShortQuery5MessageCreator|1650578362061|1650578362061|3|1|-1
LdbcShortQuery6MessageForum|1650578362064|1650578362064|2|1|-1
LdbcShortQuery7MessageReplies|1650578362066|1650578362067|2|0|-1
