operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcShortQuery3PersonFriends|1650578067512|1650578067513|3|24|-1
LdbcShortQuery4MessageContent|1650578067516|1650578067517|2|1|-1
LdbcShortQuery5MessageCreator|1650578067519|1650578067520|2|1|-1
LdbcShortQuery6MessageForum|1650578067522|1650578067523|2|1|-1
LdbcShortQuery7MessageReplies|1650578067525|1650578067525|2|0|-1
LdbcQuery5|1650578066853|1650578067529|3|0|1290688412488
LdbcShortQuery1PersonProfile|1650578067532|1650578067532|3|1|-1
LdbcShortQuery2PersonPosts|1650578067535|1650578067535|4|10|-1
LdbcShortQuery3PersonFriends|1650578067539|1650578067540|3|6|-1
LdbcQuery10|1650578066880|1650578067543|3|0|1290688439350
LdbcShortQuery4MessageContent|1650578067546|1650578067547|3|1|-1
LdbcShortQuery5MessageCreator|1650578067550|1650578067550|3|1|-1
LdbcShortQuery6MessageForum|1650578067553|1650578067553|3|1|-1
LdbcShortQuery7MessageReplies|1650578067556|1650578067557|2|0|-1
LdbcShortQuery1PersonProfile|1650578067559|1650578067560|3|1|-1
LdbcShortQuery2PersonPosts|1650578067563|1650578067563|4|10|-1
LdbcShortQuery3PersonFriends|1650578067567|1650578067567|4|16|-1
LdbcShortQuery4MessageContent|1650578067571|1650578067571|3|1|-1
LdbcShortQuery5MessageCreator|1650578067574|1650578067575|3|1|-1
LdbcShortQuery6MessageForum|1650578067578|1650578067579|3|1|-1
LdbcShortQuery7MessageReplies|1650578067582|1650578067582|4|9|-1
LdbcQuery11|1650578066916|1650578067587|6|0|1290688475166
LdbcShortQuery1PersonProfile|1650578067593|1650578067593|3|1|-1
LdbcShortQuery2PersonPosts|1650578067596|1650578067597|3|10|-1
LdbcShortQuery3PersonFriends|1650578067600|1650578067600|3|71|-1
LdbcShortQuery4MessageContent|1650578067603|1650578067604|2|1|-1
LdbcShortQuery5MessageCreator|1650578067606|1650578067607|2|1|-1
LdbcShortQuery6MessageForum|1650578067609|1650578067610|3|1|-1
LdbcShortQuery7MessageReplies|1650578067613|1650578067613|3|0|-1
LdbcShortQuery1PersonProfile|1650578067616|1650578067616|2|1|-1
LdbcShortQuery2PersonPosts|1650578067618|1650578067619|8|10|-1
LdbcShortQuery3PersonFriends|1650578067627|1650578067628|3|4|-1
LdbcQuery6|1650578066920|1650578067631|113|0|1290688479643
LdbcShortQuery4MessageContent|1650578067744|1650578067744|3|1|-1
LdbcShortQuery5MessageCreator|1650578067747|1650578067748|3|1|-1
LdbcShortQuery6MessageForum|1650578067751|1650578067751|3|1|-1
LdbcShortQuery7MessageReplies|1650578067754|1650578067754|3|0|-1
LdbcShortQuery1PersonProfile|1650578067757|1650578067758|2|1|-1
LdbcShortQuery2PersonPosts|1650578067760|1650578067761|4|10|-1
LdbcShortQuery3PersonFriends|1650578067765|1650578067765|3|128|-1
LdbcShortQuery4MessageContent|1650578067768|1650578067769|2|1|-1
LdbcShortQuery5MessageCreator|1650578067771|1650578067772|2|1|-1
LdbcShortQuery6MessageForum|1650578067774|1650578067774|2|1|-1
LdbcShortQuery7MessageReplies|1650578067776|1650578067777|2|0|-1
