operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcShortQuery3PersonFriends|1650562845830|1650562845831|3|24|-1
LdbcShortQuery4MessageContent|1650562845834|1650562845834|3|1|-1
LdbcShortQuery5MessageCreator|1650562845837|1650562845838|3|1|-1
LdbcShortQuery6MessageForum|1650562845841|1650562845841|2|1|-1
LdbcShortQuery7MessageReplies|1650562845843|1650562845844|3|0|-1
LdbcQuery5|1650562845165|1650562845847|4|0|1290688412488
LdbcShortQuery1PersonProfile|1650562845851|1650562845852|3|1|-1
LdbcShortQuery2PersonPosts|1650562845855|1650562845856|6|10|-1
LdbcShortQuery3PersonFriends|1650562845862|1650562845862|4|6|-1
LdbcQuery10|1650562845192|1650562845866|3|0|1290688439350
LdbcShortQuery4MessageContent|1650562845869|1650562845870|3|1|-1
LdbcShortQuery5MessageCreator|1650562845873|1650562845873|3|1|-1
LdbcShortQuery6MessageForum|1650562845876|1650562845877|3|1|-1
LdbcShortQuery7MessageReplies|1650562845880|1650562845880|3|0|-1
LdbcShortQuery1PersonProfile|1650562845883|1650562845884|3|1|-1
LdbcShortQuery2PersonPosts|1650562845887|1650562845888|4|10|-1
LdbcShortQuery3PersonFriends|1650562845892|1650562845893|3|16|-1
LdbcShortQuery4MessageContent|1650562845896|1650562845896|3|1|-1
LdbcShortQuery5MessageCreator|1650562845899|1650562845900|3|1|-1
LdbcShortQuery6MessageForum|1650562845903|1650562845903|3|1|-1
LdbcShortQuery7MessageReplies|1650562845906|1650562845907|4|9|-1
LdbcQuery11|1650562845228|1650562845912|3|0|1290688475166
LdbcShortQuery1PersonProfile|1650562845915|1650562845916|3|1|-1
LdbcShortQuery2PersonPosts|1650562845919|1650562845919|4|10|-1
LdbcShortQuery3PersonFriends|1650562845923|1650562845924|4|71|-1
LdbcShortQuery4MessageContent|1650562845928|1650562845929|3|1|-1
LdbcShortQuery5MessageCreator|1650562845932|1650562845932|3|1|-1
LdbcShortQuery6MessageForum|1650562845935|1650562845935|3|1|-1
LdbcShortQuery7MessageReplies|1650562845938|1650562845939|3|0|-1
LdbcShortQuery1PersonProfile|1650562845942|1650562845943|3|1|-1
LdbcShortQuery2PersonPosts|1650562845946|1650562845946|13|10|-1
LdbcShortQuery3PersonFriends|1650562845959|1650562845960|3|4|-1
LdbcQuery6|1650562845232|1650562845963|98|0|1290688479643
LdbcShortQuery4MessageContent|1650562846061|1650562846062|2|1|-1
LdbcShortQuery5MessageCreator|1650562846064|1650562846065|2|1|-1
LdbcShortQuery6MessageForum|1650562846067|1650562846068|2|1|-1
LdbcShortQuery7MessageReplies|1650562846070|1650562846071|2|0|-1
LdbcShortQuery1PersonProfile|1650562846073|1650562846074|2|1|-1
LdbcShortQuery2PersonPosts|1650562846076|1650562846076|3|10|-1
LdbcShortQuery3PersonFriends|1650562846079|1650562846080|3|128|-1
LdbcShortQuery4MessageContent|1650562846083|1650562846083|2|1|-1
LdbcShortQuery5MessageCreator|1650562846085|1650562846086|2|1|-1
LdbcShortQuery6MessageForum|1650562846088|1650562846089|2|1|-1
LdbcShortQuery7MessageReplies|1650562846091|1650562846092|2|0|-1
