operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcShortQuery3PersonFriends|1652470770539|1652470770540|8|24|-1
LdbcShortQuery4MessageContent|1652470770548|1652470770549|2|1|-1
LdbcShortQuery5MessageCreator|1652470770551|1652470770552|3|1|-1
LdbcShortQuery6MessageForum|1652470770555|1652470770555|3|1|-1
LdbcShortQuery7MessageReplies|1652470770558|1652470770558|3|0|-1
LdbcQuery5|1652470716649|1652470770562|8|0|1290688412488
LdbcShortQuery1PersonProfile|1652470770570|1652470770571|7|1|-1
LdbcShortQuery2PersonPosts|1652470770578|1652470770579|9|10|-1
LdbcShortQuery3PersonFriends|1652470770588|1652470770588|8|6|-1
LdbcQuery10|1652470716676|1652470770597|15660|0|1290688439350
LdbcShortQuery4MessageContent|1652470786257|1652470786257|3|1|-1
LdbcShortQuery5MessageCreator|1652470786260|1652470786261|3|1|-1
LdbcShortQuery6MessageForum|1652470786264|1652470786264|3|1|-1
LdbcShortQuery7MessageReplies|1652470786267|1652470786267|3|0|-1
LdbcShortQuery1PersonProfile|1652470786270|1652470786270|8|1|-1
LdbcShortQuery2PersonPosts|1652470786278|1652470786279|10|10|-1
LdbcShortQuery3PersonFriends|1652470786289|1652470786290|9|16|-1
LdbcShortQuery4MessageContent|1652470786299|1652470786300|3|1|-1
LdbcShortQuery5MessageCreator|1652470786303|1652470786303|2|1|-1
LdbcShortQuery6MessageForum|1652470786305|1652470786306|3|1|-1
LdbcShortQuery7MessageReplies|1652470786309|1652470786309|4|9|-1
LdbcQuery11|1652470716712|1652470786313|5|0|1290688475166
LdbcShortQuery1PersonProfile|1652470786318|1652470786319|8|1|-1
LdbcShortQuery2PersonPosts|1652470786327|1652470786327|5|10|-1
LdbcShortQuery3PersonFriends|1652470786332|1652470786333|9|71|-1
LdbcShortQuery4MessageContent|1652470786342|1652470786342|2|1|-1
LdbcShortQuery5MessageCreator|1652470786344|1652470786345|2|1|-1
LdbcShortQuery6MessageForum|1652470786347|1652470786348|2|1|-1
LdbcShortQuery7MessageReplies|1652470786350|1652470786351|3|0|-1
LdbcShortQuery1PersonProfile|1652470786354|1652470786354|6|1|-1
LdbcShortQuery2PersonPosts|1652470786360|1652470786361|8|10|-1
LdbcShortQuery3PersonFriends|1652470786369|1652470786369|5|4|-1
LdbcQuery6|1652470716716|1652470786375|99|0|1290688479643
LdbcShortQuery4MessageContent|1652470786474|1652470786474|3|1|-1
LdbcShortQuery5MessageCreator|1652470786477|1652470786477|2|1|-1
LdbcShortQuery6MessageForum|1652470786479|1652470786480|2|1|-1
LdbcShortQuery7MessageReplies|1652470786482|1652470786483|3|0|-1
LdbcShortQuery1PersonProfile|1652470786486|1652470786487|4|1|-1
LdbcShortQuery2PersonPosts|1652470786491|1652470786492|5|10|-1
LdbcShortQuery3PersonFriends|1652470786497|1652470786497|5|128|-1
LdbcShortQuery4MessageContent|1652470786502|1652470786503|3|1|-1
LdbcShortQuery5MessageCreator|1652470786506|1652470786507|3|1|-1
LdbcShortQuery6MessageForum|1652470786510|1652470786510|2|1|-1
LdbcShortQuery7MessageReplies|1652470786512|1652470786513|3|0|-1
