operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcShortQuery3PersonFriends|1650577799515|1650577799516|3|24|-1
LdbcShortQuery4MessageContent|1650577799519|1650577799519|2|1|-1
LdbcShortQuery5MessageCreator|1650577799521|1650577799522|3|1|-1
LdbcShortQuery6MessageForum|1650577799525|1650577799526|3|1|-1
LdbcShortQuery7MessageReplies|1650577799529|1650577799529|3|0|-1
LdbcQuery5|1650577798859|1650577799532|3|0|1290688412488
LdbcShortQuery1PersonProfile|1650577799535|1650577799536|3|1|-1
LdbcShortQuery2PersonPosts|1650577799539|1650577799539|5|10|-1
LdbcShortQuery3PersonFriends|1650577799544|1650577799545|3|6|-1
LdbcQuery10|1650577798886|1650577799548|3|0|1290688439350
LdbcShortQuery4MessageContent|1650577799551|1650577799552|3|1|-1
LdbcShortQuery5MessageCreator|1650577799555|1650577799555|3|1|-1
LdbcShortQuery6MessageForum|1650577799558|1650577799558|3|1|-1
LdbcShortQuery7MessageReplies|1650577799561|1650577799561|3|0|-1
LdbcShortQuery1PersonProfile|1650577799564|1650577799565|3|1|-1
LdbcShortQuery2PersonPosts|1650577799568|1650577799568|4|10|-1
LdbcShortQuery3PersonFriends|1650577799572|1650577799573|3|16|-1
LdbcShortQuery4MessageContent|1650577799576|1650577799577|3|1|-1
LdbcShortQuery5MessageCreator|1650577799580|1650577799580|3|1|-1
LdbcShortQuery6MessageForum|1650577799583|1650577799584|3|1|-1
LdbcShortQuery7MessageReplies|1650577799587|1650577799587|4|9|-1
LdbcQuery11|1650577798922|1650577799591|3|0|1290688475166
LdbcShortQuery1PersonProfile|1650577799594|1650577799595|3|1|-1
LdbcShortQuery2PersonPosts|1650577799598|1650577799598|4|10|-1
LdbcShortQuery3PersonFriends|1650577799602|1650577799602|4|71|-1
LdbcShortQuery4MessageContent|1650577799606|1650577799606|3|1|-1
LdbcShortQuery5MessageCreator|1650577799609|1650577799610|2|1|-1
LdbcShortQuery6MessageForum|1650577799612|1650577799612|3|1|-1
